item name,item number,price,stock
Schlage 623RD EX NS Pushbutton,SCH_623RDEXNS,145.92,10
AWID SP-6820-GR-MP Reader,AWI_SP6820GRMP,216.96,18
"Trine 4300CC-32D Electric Strike, 12-24vac/dc, Cylindrical and Deadlatch, Includes 4 Faceplates 4-7/8in X 1-1/4in In Both Satin Stainless and Dark Bronze",TRI_4300CC32D,148.20,25
Securitron R100HIPSB iCLASS Wholesale Kit with 1:1 Hub,STR_R100HIPSB,662.40,15176167
HID 1386LGGMN Proxcard,HID_1386LGGMN,5.41,2191
Schlage MTKB15 Mobile Enalbled Wall Keypad Reader,SCH_MTKB15,408.000,143
Emtek 2108US4 2108us4,EMT_2108US4,58.97,1
Kwikset 258SQT-26DS.STRKP 258 Sqt 26d Smt 6al Rcs/5303 K3wntown Deadbolt Ka3,KWI_258SQT26DSSTRKP,50.28,3
Sargent 10XG15-3 LL 26D Cylindrical Lock,SAR_10XG153LL26D,462.15,16
Sargent 10XU94 LL BSP Cylindrical Lock,SAR_10XU94LLBSP,336.38,8
"Kwikset 966HFL-RDT 11P UNIV Interior Trim Pack Halifax Lever for 687/800 Handlesets, Venetian Bronze 11p/716",KWI_966HFLRDT11PUNIV,46.33,4
Hager 5100 ALM Grade 1 Door Closer Adjustment 1-6 Alm,HAG_5100ALM,241.39,2
Schlage MTB15 Mobile Enabled Wall Mount Reader,SCH_MTB15,253.20,309
Alarm Controls MCK4WP Keyswitch,ALC_MCK4WP,198.94,1
Dormakaba 10620-1-RD Mirare Key Fob with 1K Memory Red Finish,DMA_106201RD,5.76,50
Schlage 653-0505 WP Keyswitch,SCH_6530505WP,294.70,16777778
Nortek Security PROXCARD II Linear Proxcard,NOK_PROXCARDII,5.18,1989
Sargent 10XU93 LB BSP Cylindrical Lock,SAR_10XU93LBBSP,167.90,8
Schlage MTB11 Mobile Enabled Mullion Reader,SCH_MTB11,253.20,356
Alarm Lock ALHID1391 Prox Tag,ALL_ALHID1391,63.98,17
Best 8WTCM Temperature Control Module,BES_8WTCM,231.000,11
Keri MT-10XM Proxcard,KER_MT10XM,9.02,120
TownSteel FCE4206 Electrical Accessories,TOW_FCE4206,7.63,21
Schlage 9551 SCE Proxcard,SCH_9551,5.02,207
HID 2052PKNMN Proxcard,HID_2052PKNMN,9.59,59
Trimco 1270WV630 1270wv630e Scw Pk,TRC_1270WV630,3.71,111
Securitron LML2 Relay,STR_LML2,111.72,15176182
Baldwin FDTRATAR055 Bwr Full Dummy Traditional 141 Traditional Arch,BAL_FDTRATAR055,93.24,2
Schlage 653-0505 NS Keyswitch,SCH_6530505NS,224.58,16777778
Alarm Controls TS21R Pushbutton,ALC_TS21R,89.42,1
Kwikset 83031-007 10230 Rc Full Lip Stk Ul 51-4/11p,KWI_83031007,6.18,10
Sargent 10XU93 LL 10BE Cylindrical Lock,SAR_10XU93LL10BE,167.90,40
Best 8WTCM Temperature Control Module,BES_8WTCM,231.000,11
Securitron DSB-TDM Mounting Kit,STR_DSBTDM,14.39,15176151
Schlage 623GR EX NS Pushbutton,SCH_623GREXNS,145.92,7
Baldwin 85353050ACRH Right Hand Boulder Sectional Active Handleset Bottom Grip with Beavertail Lever and Arch Rose Antique Brass Finish,BAL_85353050ACRH,274.79,2
HID FPCRD-SSSMW-0000 Proxcard,HID_FPCRDSSSMW0000,2.75,208
Schlage 9551 SCE Proxcard,SCH_9551,5.02,207
Keri NXT-C Proxcard,KER_NXTC,4.16,1332
Schlage 623GID EX DA NS Pushbutton,SCH_623GIDEXDANS,544.36,1
Dormakaba 7911902 Sam Rf Nicad Battery for Utility Device,DMA_7911902,6.56,4
Command PS480B WITH CAM LOCK Kit -power Supply 4a 24v 8 Out W/battery,CAC_PS480BWITHCAMLOCK,413.76,30
Detex EAX500BK Surface Mount Battery Alarm Black Finish,DET_EAX500BK,231.000,30
Schlage 623RD EX NS Pushbutton,SCH_623RDEXNS,145.92,10
"Sargent 10-3187-BSP 2-3/8in Backset Unguarded Latch (springlatch) 10/10x-line, Bsp Black Suede Powder Coat",SAR_103187BSP,54.91,48
Dormakaba 71903 Transformer 120v Hh 9v 500ma,DMA_71903,63.66,1
Kwikset 258RDT-26DS.STRKP 258 Rdt 26d Smt 6al Rcs/5303 K3town Deadbolt Ka3,KWI_258RDT26DSSTRKP,50.28,3
Securitron WCC Keyswitch,STR_WCC,42.18,15176170
Securitron TM2 Timer,STR_TM2,100.90,15176153
TownSteel FCE4206 Electrical Accessories,TOW_FCE4206,7.63,21
Kwikset 820050-007 820050-690 Round Corner Deadbolt Str,KWI_820050007,2.75,1
"RCI 913W Microwave Motion Sounder, White Finish",RCI_913W,192.24,16777778
Keri MT-10XM Proxcard,KER_MT10XM,9.02,120
Securitron EASB62 Maglock,STR_EASB62,262.20,4
LCN 83103836TW Wireless Full Length Actuator and Bollard Package,LCN_83103836TW,"1,815.80",16777778
Securitron SP1L Pushbutton,STR_SP1L,6.28,15176152
Schlage 621BLH DA SF626 Pushbutton,SCH_621BLHDASF626,594.52,3
Securitron PB3EAN Pushbutton,STR_PB3EAN,53.02,15176153
IEI 212ILM-BZ Indoor / Outdoor Mullion Mounted Weather Resistant Keypad with 120 Users Bronze Finish,IEI_212ILMBZ,388.03,15
RCI 970N-B-MO-24V 40 Rutherford Controls Inc Pushbutton,RCI_970NBMO24V40,65.34,2
RCI 932-10CP Rutherford Controls Inc Proxcard,RCI_93210CP,139.86,5
Securitron PB3EA Pushbutton,STR_PB3EA,53.02,15176156
Norton 663 NOR Door Controls Motion Sensor,NOR_663,528.98,3
BEA 10MS41-DA Touchless Actuators,BEA_10MS41DA,227.28,24
SDC HID1326-25 Security Door Controls Proxcard,SDC_HID132625,119.18,2
HID 1386LGGMV Proxcard,HID_1386LGGMV,5.41,601
Alarm Controls TS21R Pushbutton,ALC_TS21R,89.42,1
Detex EAX500BK Surface Mount Battery Alarm Black Finish,DET_EAX500BK,231.000,30
Alarm Controls TS-3 Pushbutton,ALC_TS3,62.21,1
ASP ASP-ABW4B-B,ASP_ASPABW4BB,11.21,2
"RCI 913W Microwave Motion Sounder, White Finish",RCI_913W,192.24,16777778
Schlage 623GID EX DA NS Pushbutton,SCH_623GIDEXDANS,544.36,1
IEI 212ILM-BZ Indoor / Outdoor Mullion Mounted Weather Resistant Keypad with 120 Users Bronze Finish,IEI_212ILMBZ,388.03,15
"Sargent 10-3187-BSP 2-3/8in Backset Unguarded Latch (springlatch) 10/10x-line, Bsp Black Suede Powder Coat",SAR_103187BSP,54.91,48
Keri NXT-C Proxcard,KER_NXTC,4.16,1332
Alarm Controls AM6360 Maglock,ALC_AM6360,23.98,1
BEA 10MS41-DA Touchless Actuators,BEA_10MS41DA,227.28,24
Securitron EASB62 Maglock,STR_EASB62,262.20,4
BEA 10MS41-RA Touchless Actuators,BEA_10MS41RA,227.28,8
LCN 8310-813J Touchless Actuators,LCN_8310813J,411.26,49
Securitron TH4 Relay,STR_TH4,102.04,3
Kwikset 83370-014 Kwik 83370 514 Scal Deadbolt 78-0/980 Standard,KWI_83370014,10.81,25
RCI 932-10CP Rutherford Controls Inc Proxcard,RCI_93210CP,139.86,5
Securitron PB3EAN Pushbutton,STR_PB3EAN,53.02,15176153
ASP ASP-30NG,ASP_ASP30NG,85.46,1
RCI 970N-B-MO-24V 40 Rutherford Controls Inc Pushbutton,RCI_970NBMO24V40,65.34,2
SDC HID1326-25 Security Door Controls Proxcard,SDC_HID132625,119.18,2
Schlage M490G Maglock,SCH_M490G,615.60,20
HID 1386LGGMV Proxcard,HID_1386LGGMV,5.41,601
RCI 950718S Rutherford Controls Inc Electrical Accessories,RCI_950718S,20.52,17
RCI R991NRPTD8 Pneumatic Pushbutton,RCI_R991NRPTD8,245.70,6
Best C83522 Best Electrical Accessories,BES_C83522,101.24,91
Dortronics WR5276-HD29 Pushbutton,DOR_WR5276HD29,117.000,4
Dortronics 5276-HD28xL Pushbutton,DOR_5276HD28XL,136.20,1
Securitron TSBCLT Exit Device,STR_TSBCLT,358.94,15176151
ASP ASP-ABW4B-B,ASP_ASPABW4BB,11.21,2
RCI 912GL-WBT Touchless Actuator,RCI_912GLWBT,156.60,3
Kwikset 83370-014 Kwik 83370 514 Scal Deadbolt 78-0/980 Standard,KWI_83370014,10.81,25
Securitron DEM680E-CA30S 606 Maglocks,STR_DEM680ECA30S606,"1,139.84",15176151
Alarm Controls TS-3 Pushbutton,ALC_TS3,62.21,1
Alarm Controls AM6360 Maglock,ALC_AM6360,23.98,1
LCN 8310-813J Touchless Actuators,LCN_8310813J,411.26,49
Schlage 623RD EX NS L2/ILL Pushbutton,SCH_623RDEXNSL2ILL,204.64,4
Alarm Controls TS-1 Pushbutton,ALC_TS1,93.96,2
Securitron DEM680E-CA30S 628 Maglocks,STR_DEM680ECA30S628,977.50,15176151
LCN 8310-810R Touchless Actuators,LCN_8310810R,607.72,16777778
ASP ASP-30NG,ASP_ASP30NG,85.46,1
Securitron DSBBK42 Exit Device,STR_DSBBK42,351.70,15176157
Schlage 701RD NS Pushbutton,SCH_701RDNS,119.14,7
Alarm Controls NTB-3-BK Touchless Actuators,ALC_NTB3BK,130.90,2
Securitron TSBCLT Exit Device,STR_TSBCLT,358.94,15176151
Securitron TH4 Relay,STR_TH4,102.04,3
Best C83522 Best Electrical Accessories,BES_C83522,101.24,91
Securitron M380EBDX 612 Maglock,STR_M380EBDX612,780.22,15176151
Dortronics WR5276-HD29 Pushbutton,DOR_WR5276HD29,117.000,4
Camden CM-325/42S Electrical Accessories,CAM_CM32542S,165.60,8
BEA 10MS31R-G Touchless Actuators,BEA_10MS31RG,184.06,58
BEA 10MS21HSLL Activation Plates,BEA_10MS21HSLL,130.03,91
Securitron DEM680E 629 Maglocks,STR_DEM680E629,"1,139.84",15176151
Securitron DEM680E-CA30S 606 Maglocks,STR_DEM680ECA30S606,"1,139.84",15176151
DynaLock 6290 NR Pushbutton,DYN_6290NR,222.65,2
Schlage 623BLH NS Pushbutton,SCH_623BLHNS,145.92,18
Securitron SFP3/8BK12 Maglock,STR_SFP38BK12,31.92,2
Camden CM-9080 Pushbutton,CAM_CM9080,80.64,6
Securitron DEM680E-CA30S 628 Maglocks,STR_DEM680ECA30S628,977.50,15176151
Alarm Controls NTB-1-BK Touchless Actuators,ALC_NTB1BK,111.46,11
Securitron DEM680E-CA30S 612 Maglocks,STR_DEM680ECA30S612,"1,139.84",15176151
Schlage 623RD NS EX DA Pushbutton,SCH_623RDNSEXDA,544.36,14
Von Duprin 050536 VON Exit Device,VON_050536,265.03,17
Detex ECL-230X-TDB DTX Exit Device,DET_ECL230XTDB,"1,006.90",80
Securitron DEM680E-CA15S 629 Maglocks,STR_DEM680ECA15S629,"1,139.84",15176151
"Schlage PS904-8F Kit - 4 Amp Power Supply, Fused 8 Zone Option Board, 12/24vdc Field Selectable, Space for Battery Back-up.",SCH_PS9048F,545.88,2
"Schlage PS902-8F-BBK Kit - 2 Amp Power Supply, Fused 8 Zone Option Board, Battery Backup Kit, 12/24vdc Field Selectable.",SCH_PS9028FBBK,565.13,27
Alarm Controls TS-1 Pushbutton,ALC_TS1,93.96,2
Securitron DSBBK42 Exit Device,STR_DSBBK42,351.70,15176157
Securitron M32SS Maglock,STR_M32SS,331.18,15176178
Securitron DEM680E-CA15S 630 Maglocks,STR_DEM680ECA15S630,888.64,15176153
Securitron M380EBDX 612 Maglock,STR_M380EBDX612,780.22,15176151
Freeform 1218C Masonry 1/2in X 18in X 1/4in Bh Shaft,FRE_1218C,20.88,2
Schlage 631AL NS Pushbutton,SCH_631ALNS,267.34,12
Alarm Controls NTB-1-BK Touchless Actuators,ALC_NTB1BK,111.46,11
Securitron DEM680E 629 Maglocks,STR_DEM680E629,"1,139.84",15176151
DynaLock 6290 NR Pushbutton,DYN_6290NR,222.65,2
BEA 10MS31U-G Touchless Actuators,BEA_10MS31UG,184.06,26
Camden CM-9080 Pushbutton,CAM_CM9080,80.64,6
Securitron SFP3/8BK12 Maglock,STR_SFP38BK12,31.92,2
Schlage 623BLH NS Pushbutton,SCH_623BLHNS,145.92,18
Securitron DEM680E-CA30S 605 Maglocks,STR_DEM680ECA30S605,"1,139.84",15176151
Schlage 623RD NS EX DA Pushbutton,SCH_623RDNSEXDA,544.36,14
Securitron DSBCL42 Exit Device,STR_DSBCL42,339.16,15176154
Von Duprin CON-KIT Exit Device,VON_CONKIT,283.07,2
Securitron DEM680E-CA30S 612 Maglocks,STR_DEM680ECA30S612,"1,139.84",15176151
"Schlage PS902-8F-BBK Kit - 2 Amp Power Supply, Fused 8 Zone Option Board, Battery Backup Kit, 12/24vdc Field Selectable.",SCH_PS9028FBBK,565.13,27
"Schlage PS904-8F Kit - 4 Amp Power Supply, Fused 8 Zone Option Board, 12/24vdc Field Selectable, Space for Battery Back-up.",SCH_PS9048F,545.88,2
Securitron M380EBD 629 Maglock,STR_M380EBD629,654.86,15176151
Norton 700 NOR Door Controls Activation Plates,NOR_700NOR,385.02,566
Securitron M380EBDX 606 Maglock,STR_M380EBDX606,780.22,15176151
LCN 8310-3813W Touchless Actuators,LCN_83103813W,"1,222.16",16
LAB 192B Colored Pin .003 Crown,LAB_192B,3.45,220
Keedex K-12X4 Carbide Tip Bit 1/2in X 4in,KEE_K12X4,16.18,40
Houdini DINI SPRAY 11101 11oz Lubricant,HUD_DINISPRAY,11.79,4791
Camden CM-9600/7 Pushbutton,CAM_CM96007,133.92,2
Securitron DEM680E-CA30S 605 Maglocks,STR_DEM680ECA30S605,"1,139.84",15176151
Securitron M32SS Maglock,STR_M32SS,331.18,15176178
Freeform 1218C Masonry 1/2in X 18in X 1/4in Bh Shaft,FRE_1218C,20.88,2
RCI 910TC-WRM-WRB-HC Touchless Actuator Kit,RCI_910TCWRMWRBHC,168.48,10
"UniView NSW2020-6T-POE-IN 6 Port Ethernet Poe Switch, 6100mbps Network Ports (rj45), Including 4 Poe Ports",UNT_NSW20206TPOEIN,47.25,4
"Von Duprin PS904-8F Kit - 4 Amp Power Supply, Fused 8 Zone Option Board, 12/24vdc Field Selectable, Space for Battery Back-up.",VON_PS9048F,724.52,2
"Lifesafety Power FPO75-B100C8D8E2-3SL1 Power Supply System, 6 Door Integrated Keyless and Mobile Access, Salto Dv E2 75w, 2a/12v and 2a/24v, 8 Lock and 8 Aux Outputs, Three Salto Plates",LIF_FPO75B100C8D8E23SL1,651.56,1
"UniView IPC2124SS-ADF28KM-I0 4mp Hd Lighthunter Ir Fixed Bullet Network Camera, White",UNT_IPC2124SSADF28KMI0,118.98,26
Alarm Controls TS-32B Pushbutton,ALC_TS32B,139.32,1
Schlage 631AL NS Pushbutton,SCH_631ALNS,267.34,12
Securitron HVD82 Maglock,STR_HVD82,"1,027.50",15176151
BEA 10MS31U-G Touchless Actuators,BEA_10MS31UG,184.06,26
Von Duprin CON-KIT Exit Device,VON_CONKIT,283.07,2
Norton 704 NOR Door Controls Touchless Activation Plates,NOR_704NOR,330.90,26
Securitron M380EBD 629 Maglock,STR_M380EBD629,654.86,15176151
Milesight MS-N7032-UPH 32ch Nvr W/24 Poe Ports,MSI_MSN7032UPH,"1,135.0000",1
Norton 700 NOR Door Controls Activation Plates,NOR_700NOR,385.02,566
Von Duprin PS902 2RS Power Supply,VON_PS9022RS,356.26,16777778
Securitron HHD82 Maglock,STR_HHD82,"1,027.50",15176151
Adams Rite 8611LR-36-PB Exit Device Part,ADR_8611LR36PB,615.60,3
Securitron GL1-FS Electric Deadbolt,STR_GL1FS,263.34,15176270
Securitron M380EBDX 606 Maglock,STR_M380EBDX606,780.22,15176151
Von Duprin 109366 26D Exit Device,VON_10936626D,187.27,2
Securitron M62F Maglock,STR_M62F,316.92,15176205
Securitron SAMB Maglock,STR_SAMB,698.26,15176164
Securitron SAM2-24 Maglock,STR_SAM224,484.50,15176217
Securitron DC-62BK Maglock,STR_DC62BK,33.06,16
Von Duprin PS902 Power Supply,VON_PS902,211.48,164
Von Duprin 05055626D Exit Device,VON_05055626D,198.94,4
Von Duprin 05170326D 051703 US26D Exit Device,VON_05170326D,27.22,2
Securitron DEM680E-CA30S 629 Maglocks,STR_DEM680ECA30S629,"1,139.84",15176151
Von Duprin 050504 VON Exit Device,VON_050504,45.36,3
RCI 912N-WBT-R-HC Touchless Actuator Kit,RCI_912NWBTRHC,241.92,26
Von Duprin 090092 VON Exit Device,VON_090092,15.55,8
Securitron HVD82 Maglock,STR_HVD82,"1,027.50",15176151
Camden CM-9600/7 Pushbutton,CAM_CM96007,133.92,2
Alarm Controls TS-32B Pushbutton,ALC_TS32B,139.32,1
Adams Rite 8611LR-36-PB Exit Device Part,ADR_8611LR36PB,615.60,3
Norton 704 NOR Door Controls Touchless Activation Plates,NOR_704NOR,330.90,26
Milesight MS-N7032-UPH 32ch Nvr W/24 Poe Ports,MSI_MSN7032UPH,"1,135.0000",1
Von Duprin 109366 26D Exit Device,VON_10936626D,187.27,2
Von Duprin 050199 26D 050199 US26D Exit Device,VON_05019926D,335.66,2
Securitron ELTSBCL Exit Device,STR_ELTSBCL,311.80,3
Von Duprin 050459 VON Exit Device,VON_050459,113.40,2
"Von Duprin 050563315 Left Hand Reverse Center Case Cover Kit for CX-CD/SD98/9947, Black Finish",VON_050563315,176.26,2
Von Duprin 050468 US3 Exit Device,VON_050468US3,387.50,1
Von Duprin 050562 26D 050562 US26D Exit Device,VON_05056226D,204.12,3
Securitron HHD82 Maglock,STR_HHD82,"1,027.50",15176151
Securitron DSBBKI42 Exit Device,STR_DSBBKI42,560.33,15176151
Yale 60-7000-X353-630 Exit Device Part,YAL_607000X353630,125.92,14
Securitron DEM680E-CA30S 613E Maglocks,STR_DEM680ECA30S613E,"1,067.92",15176151
Von Duprin 05065326D 050653 US26D Exit Device,VON_05065326D,215.78,1
"Von Duprin 106205 CON-38P 38"" Wire Harness with Molex Connector on One End Crimped Pins on the Other",VON_106205,61.21,10
Alarm Controls NTB-3A Touchless Actuators,ALC_NTB3A,121.18,2
Von Duprin 05064226D 050642 US26D Exit Device,VON_05064226D,125.06,16777778
Von Duprin 050496 313 AN,VON_050496313,81.65,16777778
RCI 912N-WBT-R-HC Touchless Actuator Kit,RCI_912NWBTRHC,241.92,26
Von Duprin 090092 VON Exit Device,VON_090092,15.55,8
Von Duprin 050560 32D 050560 US32D,VON_05056032D,230.04,2
Falcon Lock 650389 FAE Lock Exit Device Part,FAL_650389,88.02,3
"Von Duprin 050563315 Left Hand Reverse Center Case Cover Kit for CX-CD/SD98/9947, Black Finish",VON_050563315,176.26,2
"UniView NVR301-08X-P8 RACK MOUNT Kit - Synchronous 8 Channel Network Video Recorder, 1 Sata Interface, 4 Poe Mini 1u, H.265 and 4k. No Hard Drive, with Rack Mounting Tabs",UNT_NVR30108XP8RACKMOUNT,207.06,31
UniView WD40PURX 4tb Western Digital Purple Series Hard Drive,UNT_WD40PURX,141.75,88
Camden CM-333/42 Electrical Accessories,CAM_CM33342,144.000,3
Securitron AOS82 Maglock,STR_AOS82,112.30,15176153
Securitron DEM680E-CA15S 613E Maglocks,STR_DEM680ECA15S613E,"1,067.92",15176151
Von Duprin 050468 US3 Exit Device,VON_050468US3,387.50,1
BEA 10MS41-SP Touchless Actuators,BEA_10MS41SP,212.36,42
Von Duprin 050562 26D 050562 US26D Exit Device,VON_05056226D,204.12,3
LCN 8310-2210 Touchless Actuators,LCN_83102210,"1,116.90",23
Von Duprin 109361 313 Exit Device,VON_109361313,81.65,2
Alarm Controls NTB-3A Touchless Actuators,ALC_NTB3A,121.18,2
Securitron DSBBKI42 Exit Device,STR_DSBBKI42,560.33,15176151
Detex GB3 DET100 Exit Device Part,DET_GB3,388.13,4
Von Duprin 050416 US4 Exit Device,VON_050416US4,397.22,3
Securitron DEM680E-CA30S 613E Maglocks,STR_DEM680ECA30S613E,"1,067.92",15176151
Von Duprin 05065326D 050653 US26D Exit Device,VON_05065326D,215.78,1
Securitron ASS32 Maglock,STR_ASS32,112.30,15176158
Camden CM-333/42 Electrical Accessories,CAM_CM33342,144.000,3
Yale 60-7000-X353-630 Exit Device Part,YAL_607000X353630,125.92,14
Securitron IK Tool,STR_IK,409.26,15176159
"Hanwha ANE-L6012R Wisenet A Series Network Ir Turret Flateye Poe Camera, 2mp @ 30 Fps, 3mm Fixed Focal Lens, Triple Codec (h.265/h.264/mjpeg), Wise Stream Ii, 120db, Ir Viewable Length 20m(65.62ft), Day & Night (icr), Fov H: 107.7 / V: 59.0, Iva, Tamperin",HNW_ANEL6012R,195.31,24
Von Duprin 050560 32D 050560 US32D,VON_05056032D,230.04,2
Securitron DEM680E-CA15S 628 Maglocks,STR_DEM680ECA15S628,977.50,15176151
Alarm Controls NTB-1 Touchless Actuators,ALC_NTB1,99.79,32
Securitron DEM680E-CH 606 Maglocks,STR_DEM680ECH606,"1,139.84",15176151
Falcon Lock 650389 FAE Lock Exit Device Part,FAL_650389,88.02,3
Securitron M380EBDX 629 Maglock,STR_M380EBDX629,780.22,15176151
Falcon Lock BRKT.152 FAL Exit Device Part,FAL_BRKT152,18.36,4
Falcon Lock 4122 US32D Lock Exit Device Part,FAL_4122US32D,5.40,28
Securitron HHD62 Maglock,STR_HHD62,798.000,15176155
Securitron HEB1BKMM15 Maglock,STR_HEB1BKMM15,35.92,15176164
Von Duprin 050416 US4 Exit Device,VON_050416US4,397.22,3
"UniView NVR301-08X-P8 RACK MOUNT Kit - Synchronous 8 Channel Network Video Recorder, 1 Sata Interface, 4 Poe Mini 1u, H.265 and 4k. No Hard Drive, with Rack Mounting Tabs",UNT_NVR30108XP8RACKMOUNT,207.06,31
Securitron HEB-3G Maglock,STR_HEB3G,58.14,15176178
Dormakaba A21100-F Battery Backup,DMA_A21100F,110.16,8
Securitron DEM680E-CA15S 613E Maglocks,STR_DEM680ECA15S613E,"1,067.92",15176151
UniView NVR302-16E2-P16 16 Channel 4k Nvr,UNT_NVR30216E2P16,398.25,1
Securitron IK Tool,STR_IK,409.26,15176159
Securitron EASB32 Maglock,STR_EASB32,177.84,15176155
Securitron AOS82 Maglock,STR_AOS82,112.30,15176153
Alarm Controls AM3325 Maglock,ALC_AM3325,44.71,13
Von Duprin 111744 VON Electric Strike,VON_111744,375.19,1
MS Sedco 216L Activation Plates,MSS_216L,154.20,10
SOSS 208-IT Tool,SOS_208IT,24.60,3
Schlage 40-177 Lock Tool,SCH_40177,229.68,9
Schlage 40-026 Lock Tool,SCH_40026,53.14,52
RCI 4/7 JIG Rutherford Controls Inc Tool,RCI_47JIG,61.56,15
Securitron DEM680E 612 Maglocks,STR_DEM680E612,"1,139.84",15176151
Detex GB4 DET100 Exit Device Part,DET_GB4,211.88,2
Securitron M680EBDX 629 Maglock,STR_M680EBDX629,852.14,15176151
UniView IPC6424SR-X25-VF 4mp 25x Lighthunter Network Ptz Dome Camera,UNT_IPC6424SRX25VF,540.000,39
Alarm Controls NTB-1 Touchless Actuators,ALC_NTB1,99.79,32
Securitron DEM680E-CA15S 628 Maglocks,STR_DEM680ECA15S628,977.50,15176151
Securitron CWB82BK Maglock,STR_CWB82BK,65.56,15176155
SDC 7000-DB 3/8 Security Door Controls Tool,SDC_7000DB38,100.80,13
Securitron DC68SP Maglock,STR_DC68SP,80.38,15176152
Securitron HEB1BKMM15 Maglock,STR_HEB1BKMM15,35.92,15176164
"Hanwha ANE-L6012R Wisenet A Series Network Ir Turret Flateye Poe Camera, 2mp @ 30 Fps, 3mm Fixed Focal Lens, Triple Codec (h.265/h.264/mjpeg), Wise Stream Ii, 120db, Ir Viewable Length 20m(65.62ft), Day & Night (icr), Fov H: 107.7 / V: 59.0, Iva, Tamperin",HNW_ANEL6012R,195.31,24
Von Duprin 050662 US10B Exit Device,VON_050662US10B,178.20,3
"UniView NVR302-16S2-P16 2X4 TB Kit - Synchronous 16 Channel Network Video Recorder, 16 Power Over Ethernet, 2 Sata Interface, H.265 and 4k, 8tb Hard Drive",UNT_NVR30216S2P162X4TB,639.06,6
Von Duprin 111713 VON Electric Strike,VON_111713,353.16,1
Von Duprin 111718 VON Electric Strike,VON_111718,526.18,1
Securitron M380BD-605 Maglock,STR_M380BD605,375.64,2
Detex GB4 DET100 Exit Device Part,DET_GB4,211.88,2
Alarm Controls AM3325 Maglock,ALC_AM3325,44.71,13
"Altronix BL3KSP 18"" Rd/blk Battery Leads and 4 Yl Leads",ALT_BL3KSP,6.85,14
MS Sedco 216L Activation Plates,MSS_216L,154.20,10
Von Duprin 111744 VON Electric Strike,VON_111744,375.19,1
ELK 12120 12v-12amp Battery F1 Terminals,ELK_12120,50.49,67
Remee CAT6-550-3FT-PATCH-CABLE-WHITE Cat6 Utp Patch Cable 3ft White,REM_CAT65503FTPATCHCABLEWHITE,2.13,60
UniView TR-WE45-IN Wall Mount (need Adaptor),UNT_TRWE45IN,20.25,55
"GRI 6644-1 Pack, Resistor 2-1k 1/8 Watt",GRI_66441,5.04,65
Milesight A74 Junction Box,MSI_A74,17.50,10
Securitron DC68SP Maglock,STR_DC68SP,80.38,15176152
Sargent 565 10BE Exit Device Part,SAR_56510BE,73.13,6
UniView WD60PURX 6tb Western Digital Purple Series Hard Drive,UNT_WD60PURX,262.41,332
Securitron M680EBDX 629 Maglock,STR_M680EBDX629,852.14,15176151
"UniView NVR302-16S2-P16 2X4 TB Kit - Synchronous 16 Channel Network Video Recorder, 16 Power Over Ethernet, 2 Sata Interface, H.265 and 4k, 8tb Hard Drive",UNT_NVR30216S2P162X4TB,639.06,6
Adams Rite 8611-36-PB Exit Device Part,ADR_861136PB,110.81,1
Securitron DEM680E 612 Maglocks,STR_DEM680E612,"1,139.84",15176151
"Altronix BL3KSP 18"" Rd/blk Battery Leads and 4 Yl Leads",ALT_BL3KSP,6.85,14
Adams Rite 7103A-340 Electric Strike,ADR_7103A340,99.36,1
UniView IPC6424SR-X25-VF 4mp 25x Lighthunter Network Ptz Dome Camera,UNT_IPC6424SRX25VF,540.000,39
UniView MW3222-V 22in Led Fhd Monitor,UNT_MW3222V,136.69,98
HES 2006M Electrical Accessories,HES_2006M,30.62,15176203
Falcon Lock 4270900094 FAL Exit Device Part,FAL_4270900094,116.64,15
Securitron SFP1/2CLMM15 Maglock,STR_SFP12CLMM15,23.94,18
Von Duprin 111713 VON Electric Strike,VON_111713,353.16,1
Securitron HHD32 Maglock,STR_HHD32,741.000,15176152
Securitron DEM680E-CA15S 612 Maglocks,STR_DEM680ECA15S612,"1,139.84",15176151
Securitron AOS62 Maglock,STR_AOS62,84.94,15176185
"UniView NSW2010-5GT-POE-IN 4 Port Gigabit Ethernet Switch, 41000mbps Poe Ports (rj45)+11000mbps Ports(rj45)",UNT_NSW20105GTPOEIN,74.25,5
UniView TR-WE45-IN Wall Mount (need Adaptor),UNT_TRWE45IN,20.25,55
"Hanwha ANO-L7012R Wisenet A Series Network Outdoor Ir Bullet Poe Camera, 4mp @ 30 Fps, 3mm Fixed Focal Lens, Triple Codec (h.265/h.264/mjpeg) with Wisestream Ii, 120db, Ir Viewable Length 20m(65.62ft), Day & Night Auto (icr), Fov H: 98.3 / V: 54.2, Iva, D",HNW_ANOL7012R,171.88,15
ELK 1213 Battery Lead-acid 12v-1.4ah,ELK_1213,19.88,31
Digital Watchdog DWC-PVF5DI1TW Vandal Fisheye Ip Camera 1.5mm,DWD_DWCPVF5DI1TW,781.63,1
HID 5355AGN00 Card Reader,HID_5355AGN00,290.03,59
Securitron M380BD-605 Maglock,STR_M380BD605,375.64,2
Von Duprin 111718 VON Electric Strike,VON_111718,526.18,1
Milesight A74 Junction Box,MSI_A74,17.50,10
ELK 12120 12v-12amp Battery F1 Terminals,ELK_12120,50.49,67
Securitron DDC32BK Maglock,STR_DDC32BK,88.36,15176154
HID 20KNKS-00-000000 Signo 20 Keypad Narrow Reader,HID_20KNKS00000000,656.38,250
